,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
1080,2016-10-08,2016-10-16,Arizona,SurveyMonkey,C-,1028.0,lv,39.9125,45.417790000000004,-5.505290000000002
1115,2016-10-08,2016-10-16,Colorado,SurveyMonkey,C-,956.0,lv,42.91556,38.51487,4.400689999999997
1120,2016-10-08,2016-10-16,Ohio,SurveyMonkey,C-,1307.0,lv,39.91053,45.35541,-5.444879999999998
1154,2016-10-08,2016-10-16,Virginia,SurveyMonkey,C-,1644.0,lv,47.90791,39.27257,8.63534
1169,2016-10-08,2016-10-16,Texas,SurveyMonkey,C-,1332.0,lv,40.90824,45.28297,-4.37473
1195,2016-10-08,2016-10-16,Pennsylvania,SurveyMonkey,C-,1449.0,lv,44.90728,41.2526,3.654679999999999
1289,2016-10-08,2016-10-16,Florida,SurveyMonkey,C-,1702.0,lv,41.909929999999996,46.33641,-4.426480000000005
1394,2016-10-08,2016-10-16,Georgia,SurveyMonkey,C-,886.0,lv,43.90133,42.06388,1.837450000000004
4246,2016-10-08,2016-10-16,New Hampshire,SurveyMonkey,C-,569.0,lv,45.569179999999996,38.44911,7.120069999999998
4247,2016-10-08,2016-10-16,Iowa,SurveyMonkey,C-,1135.0,lv,38.5874,47.07553,-8.488129999999998
4306,2016-10-08,2016-10-16,New Mexico,SurveyMonkey,C-,889.0,lv,39.59055,35.011070000000004,4.579479999999997
4324,2016-10-08,2016-10-16,Nevada,SurveyMonkey,C-,884.0,lv,38.595659999999995,45.906279999999995,-7.31062
4387,2016-10-08,2016-10-16,Wisconsin,SurveyMonkey,C-,1076.0,lv,41.59032,40.01575,1.5745700000000014
4462,2016-10-08,2016-10-16,Michigan,SurveyMonkey,C-,1331.0,lv,43.594570000000004,38.9286,4.6659700000000015
4481,2016-10-08,2016-10-16,North Carolina,SurveyMonkey,C-,1191.0,lv,44.60654,41.6832,2.923340000000003
4483,2016-10-08,2016-10-16,Arizona,SurveyMonkey,C-,1028.0,lv,39.59275,45.966,-6.373249999999999
4528,2016-10-08,2016-10-16,Colorado,SurveyMonkey,C-,956.0,lv,42.58736,39.076440000000005,3.5109199999999916
4531,2016-10-08,2016-10-16,Ohio,SurveyMonkey,C-,1307.0,lv,39.59621,45.89504,-6.298830000000002
4563,2016-10-08,2016-10-16,Virginia,SurveyMonkey,C-,1644.0,lv,47.6008,39.8008,7.799999999999997
4576,2016-10-08,2016-10-16,Texas,SurveyMonkey,C-,1332.0,lv,40.600229999999996,45.81263,-5.212400000000002
4596,2016-10-08,2016-10-16,Pennsylvania,SurveyMonkey,C-,1449.0,lv,44.60191,41.778079999999996,2.823830000000001
4683,2016-10-08,2016-10-16,Florida,SurveyMonkey,C-,1702.0,lv,41.59726,46.87342,-5.276160000000004
4765,2016-10-08,2016-10-16,Georgia,SurveyMonkey,C-,886.0,lv,43.612390000000005,42.563390000000005,1.0489999999999995
7679,2016-10-08,2016-10-16,New Hampshire,SurveyMonkey,C-,569.0,lv,45.792320000000004,38.01631,7.7760100000000065
7680,2016-10-08,2016-10-16,Iowa,SurveyMonkey,C-,1135.0,lv,38.78394,46.68578,-7.90184
7721,2016-10-08,2016-10-16,New Mexico,SurveyMonkey,C-,889.0,lv,39.78249,34.62875,5.153740000000006
7729,2016-10-08,2016-10-16,Nevada,SurveyMonkey,C-,884.0,lv,38.78014,45.53603,-6.755889999999994
7792,2016-10-08,2016-10-16,Wisconsin,SurveyMonkey,C-,1076.0,lv,41.78259,39.63289,2.1496999999999957
7891,2016-10-08,2016-10-16,Michigan,SurveyMonkey,C-,1331.0,lv,43.780640000000005,38.55578,5.224860000000007
7904,2016-10-08,2016-10-16,North Carolina,SurveyMonkey,C-,1191.0,lv,44.77513,41.33866,3.43647
7905,2016-10-08,2016-10-16,Arizona,SurveyMonkey,C-,1028.0,lv,39.78148,45.58887,-5.807389999999998
7940,2016-10-08,2016-10-16,Colorado,SurveyMonkey,C-,956.0,lv,42.78395,38.68659,4.097359999999995
7945,2016-10-08,2016-10-16,Ohio,SurveyMonkey,C-,1307.0,lv,39.77988,45.52608,-5.746200000000002
7979,2016-10-08,2016-10-16,Virginia,SurveyMonkey,C-,1644.0,lv,47.777770000000004,39.4427,8.335070000000002
7994,2016-10-08,2016-10-16,Texas,SurveyMonkey,C-,1332.0,lv,40.77803,45.453179999999996,-4.675149999999995
8020,2016-10-08,2016-10-16,Pennsylvania,SurveyMonkey,C-,1449.0,lv,44.77726,41.42261,3.3546499999999995
8114,2016-10-08,2016-10-16,Florida,SurveyMonkey,C-,1702.0,lv,41.7794,46.50696,-4.727559999999997
8219,2016-10-08,2016-10-16,Georgia,SurveyMonkey,C-,886.0,lv,43.77244,42.23265,1.5397900000000035
176,2016-10-10,2016-10-16,Colorado,Quinnipiac University,A-,685.0,lv,45.4276,38.65441,6.77319
185,2016-10-10,2016-10-16,Pennsylvania,Quinnipiac University,A-,660.0,lv,47.42579,42.39354,5.032249999999998
186,2016-10-10,2016-10-16,Florida,Quinnipiac University,A-,660.0,lv,48.426359999999995,45.4769,2.949459999999995
199,2016-10-10,2016-10-16,Ohio,Quinnipiac University,A-,624.0,lv,45.4265,46.4958,-1.0693000000000055
268,2016-10-10,2016-10-16,Indiana,Ball State University,,544.0,lv,37.020379999999996,45.59868,-8.578300000000006
1457,2016-10-10,2016-10-16,U.S.,CVOTER International,C+,1325.0,lv,47.2809,43.18843,4.092470000000006
1756,2016-10-10,2016-10-16,U.S.,USC Dornsife/LA Times,,2975.0,lv,44.29975,43.15462,1.1451300000000018
2046,2016-10-10,2016-10-16,U.S.,SurveyMonkey,C-,24804.0,lv,44.84697,41.3462,3.5007699999999957
3598,2016-10-10,2016-10-16,Colorado,Quinnipiac University,A-,685.0,lv,45.166140000000006,39.008379999999995,6.15776000000001
3603,2016-10-10,2016-10-16,Florida,Quinnipiac University,A-,660.0,lv,48.179959999999994,45.806090000000005,2.3738699999999895
3604,2016-10-10,2016-10-16,Pennsylvania,Quinnipiac University,A-,660.0,lv,47.18645,42.711090000000006,4.475359999999995
3622,2016-10-10,2016-10-16,Ohio,Quinnipiac University,A-,624.0,lv,45.178490000000004,46.82763,-1.6491399999999956
3686,2016-10-10,2016-10-16,Indiana,Ball State University,,544.0,lv,36.896390000000004,45.833859999999994,-8.93746999999999
4817,2016-10-10,2016-10-16,U.S.,CVOTER International,C+,1325.0,lv,47.08611,43.44308,3.643029999999996
5101,2016-10-10,2016-10-16,U.S.,USC Dornsife/LA Times,,2975.0,lv,44.07455,43.3758,0.698750000000004
5351,2016-10-10,2016-10-16,U.S.,SurveyMonkey,C-,24804.0,lv,44.53915,41.88958,2.649569999999997
7001,2016-10-10,2016-10-16,Colorado,Quinnipiac University,A-,685.0,lv,45.38063,38.64819,6.732439999999997
7010,2016-10-10,2016-10-16,Florida,Quinnipiac University,A-,660.0,lv,48.38045,45.46954,2.910910000000001
7011,2016-10-10,2016-10-16,Pennsylvania,Quinnipiac University,A-,660.0,lv,47.380359999999996,42.38564,4.994719999999994
7024,2016-10-10,2016-10-16,Ohio,Quinnipiac University,A-,624.0,lv,45.38047,46.48856,-1.1080899999999971
7093,2016-10-10,2016-10-16,Indiana,Ball State University,,544.0,lv,37.078140000000005,45.507259999999995,-8.42911999999999
8282,2016-10-10,2016-10-16,U.S.,CVOTER International,C+,1325.0,lv,47.287490000000005,43.07318,4.214310000000005
8580,2016-10-10,2016-10-16,U.S.,USC Dornsife/LA Times,,2975.0,lv,44.321509999999996,43.046690000000005,1.2748199999999912
8870,2016-10-10,2016-10-16,U.S.,SurveyMonkey,C-,24804.0,lv,44.716590000000004,41.516529999999996,3.2000600000000077
131,2016-10-12,2016-10-16,U.S.,CBS News/New York Times,A-,778.0,lv,46.996,40.40553,6.590470000000003
345,2016-10-12,2016-10-16,New Jersey,Fairleigh Dickinson University (PublicMind),A,293.0,lv,48.405229999999996,37.56581,10.839419999999997
838,2016-10-12,2016-10-16,U.S.,Ipsos,A-,1183.0,lv,42.64447,39.53464,3.109829999999995
1680,2016-10-12,2016-10-16,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,43.50563,43.60015,-0.09452000000000282
3562,2016-10-12,2016-10-16,U.S.,CBS News/New York Times,A-,778.0,lv,46.84438,40.480990000000006,6.363389999999995
3750,2016-10-12,2016-10-16,New Jersey,Fairleigh Dickinson University (PublicMind),A,293.0,lv,48.26193,37.76512,10.496809999999996
4229,2016-10-12,2016-10-16,U.S.,Ipsos,A-,1183.0,lv,42.43459,39.9346,2.499989999999997
5018,2016-10-12,2016-10-16,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,43.37337,43.85122,-0.47784999999999656
6956,2016-10-12,2016-10-16,U.S.,CBS News/New York Times,A-,778.0,lv,47.103359999999995,40.17161,6.931749999999994
7170,2016-10-12,2016-10-16,New Jersey,Fairleigh Dickinson University (PublicMind),A,293.0,lv,48.6344,37.3956,11.238799999999998
7663,2016-10-12,2016-10-16,U.S.,Ipsos,A-,1183.0,lv,42.618520000000004,39.66837,2.9501500000000007
8504,2016-10-12,2016-10-16,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,43.51195,43.56364,-0.05169000000000068
167,2016-10-13,2016-10-16,Wisconsin,St. Norbert College,A-,664.0,lv,46.69125,41.87598,4.815269999999998
213,2016-10-13,2016-10-16,Massachusetts,MassINC Polling Group,A-,502.0,lv,53.686730000000004,31.453609999999998,22.233120000000007
3586,2016-10-13,2016-10-16,Wisconsin,St. Norbert College,A-,664.0,lv,46.52577,42.23144,4.294330000000002
3634,2016-10-13,2016-10-16,Massachusetts,MassINC Polling Group,A-,502.0,lv,53.44602,31.7171,21.72892
6992,2016-10-13,2016-10-16,Wisconsin,St. Norbert College,A-,664.0,lv,46.57549,41.57053,5.004960000000004
7038,2016-10-13,2016-10-16,Massachusetts,MassINC Polling Group,A-,502.0,lv,53.59264,31.44946,22.143180000000005
88,2016-10-14,2016-10-16,U.S.,Monmouth University,A+,726.0,lv,48.77353,39.801190000000005,8.972339999999996
133,2016-10-14,2016-10-16,North Carolina,SurveyUSA,A,651.0,lv,44.57658,44.89416,-0.31757999999999953
1875,2016-10-14,2016-10-16,U.S.,The Times-Picayune/Lucid,,1640.0,lv,43.133109999999995,42.18822,0.9448899999999938
3508,2016-10-14,2016-10-16,U.S.,Monmouth University,A+,726.0,lv,48.4973,40.16272,8.334580000000003
3563,2016-10-14,2016-10-16,North Carolina,SurveyUSA,A,651.0,lv,44.43042,45.17924,-0.748820000000002
5186,2016-10-14,2016-10-16,U.S.,The Times-Picayune/Lucid,,1640.0,lv,42.969640000000005,42.43261,0.5370300000000086
6913,2016-10-14,2016-10-16,U.S.,Monmouth University,A+,726.0,lv,48.70199,39.77316,8.928830000000005
6958,2016-10-14,2016-10-16,North Carolina,SurveyUSA,A,651.0,lv,44.59639,44.86959,-0.2732000000000028
8699,2016-10-14,2016-10-16,U.S.,The Times-Picayune/Lucid,,1640.0,lv,43.12526,42.130520000000004,0.9947399999999931
487,2016-10-15,2016-10-16,Utah,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,28.284879999999998,32.23303,-3.948150000000002
3885,2016-10-15,2016-10-16,Utah,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,28.15212,32.45085,-4.298730000000003
7312,2016-10-15,2016-10-16,Utah,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,28.28905,32.18398,-3.8949299999999987
264,2016-10-11,2016-10-17,New Hampshire,University of New Hampshire,B+,755.0,lv,48.87063,38.087379999999996,10.783250000000002
1415,2016-10-11,2016-10-17,U.S.,CVOTER International,C+,1326.0,lv,47.57399,43.30063,4.273360000000004
1721,2016-10-11,2016-10-17,U.S.,USC Dornsife/LA Times,,2983.0,lv,43.88284,43.29681,0.5860300000000009
3679,2016-10-11,2016-10-17,New Hampshire,University of New Hampshire,B+,755.0,lv,48.560629999999996,38.4868,10.073829999999994
4781,2016-10-11,2016-10-17,U.S.,CVOTER International,C+,1326.0,lv,47.38823,43.551140000000004,3.8370899999999963
5053,2016-10-11,2016-10-17,U.S.,USC Dornsife/LA Times,,2983.0,lv,43.66668,43.51385,0.15283000000000158
7089,2016-10-11,2016-10-17,New Hampshire,University of New Hampshire,B+,755.0,lv,48.955890000000004,38.10406,10.851830000000007
8240,2016-10-11,2016-10-17,U.S.,CVOTER International,C+,1326.0,lv,47.580890000000004,43.18506,4.395830000000004
8545,2016-10-11,2016-10-17,U.S.,USC Dornsife/LA Times,,2983.0,lv,43.9049,43.188559999999995,0.7163400000000024
178,2016-10-12,2016-10-17,U.S.,Public Religion Research Institute,,692.0,lv,48.355579999999996,37.88814,10.467439999999996
260,2016-10-12,2016-10-17,West Virginia,Global Strategy Group,C+,601.0,lv,29.505840000000003,59.20534,-29.699499999999997
3593,2016-10-12,2016-10-17,U.S.,Public Religion Research Institute,,692.0,lv,48.13232,38.28862,9.843699999999998
3669,2016-10-12,2016-10-17,West Virginia,Global Strategy Group,C+,601.0,lv,29.35737,59.52579,-30.16842
7003,2016-10-12,2016-10-17,U.S.,Public Religion Research Institute,,692.0,lv,48.49562,37.83979,10.655830000000002
7085,2016-10-12,2016-10-17,West Virginia,Global Strategy Group,C+,601.0,lv,29.559509999999996,59.2166,-29.657090000000004
138,2016-10-13,2016-10-17,New York,Siena College,A,611.0,lv,53.93544,33.557109999999994,20.378330000000005
804,2016-10-13,2016-10-17,U.S.,Ipsos,A-,1187.0,lv,42.19129,39.79507,2.3962199999999996
1235,2016-10-13,2016-10-17,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.45245,43.56058,-1.1081300000000027
3569,2016-10-13,2016-10-17,New York,Siena College,A,611.0,lv,53.72041,33.78177,19.93864
4191,2016-10-13,2016-10-17,U.S.,Ipsos,A-,1187.0,lv,41.98972,40.19,1.7997200000000007
4621,2016-10-13,2016-10-17,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.3285,43.80662,-1.478120000000004
6963,2016-10-13,2016-10-17,New York,Siena College,A,611.0,lv,53.94645,33.51402,20.432429999999997
7629,2016-10-13,2016-10-17,U.S.,Ipsos,A-,1187.0,lv,42.16533,39.92865,2.23668
8060,2016-10-13,2016-10-17,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.45877,43.52393,-1.0651599999999988
20,2016-10-14,2016-10-17,U.S.,Selzer & Company,A+,1000.0,lv,46.84417,39.995709999999995,6.848460000000003
195,2016-10-14,2016-10-17,North Carolina,"National Research, Inc.",B+,600.0,lv,44.29618,44.810829999999996,-0.514649999999996
229,2016-10-14,2016-10-17,Nevada,Monmouth University,A+,413.0,lv,45.72622,41.74498,3.9812399999999997
303,2016-10-14,2016-10-17,Tennessee,icitizen,,508.0,rv,35.13942,48.93215,-13.792729999999999
3446,2016-10-14,2016-10-17,U.S.,Selzer & Company,A+,1000.0,lv,46.776379999999996,40.16689,6.609489999999994
3605,2016-10-14,2016-10-17,North Carolina,"National Research, Inc.",B+,600.0,lv,44.259190000000004,45.08403,-0.8248399999999947
3641,2016-10-14,2016-10-17,Nevada,Monmouth University,A+,413.0,lv,45.45885,42.09535,3.363499999999995
3720,2016-10-14,2016-10-17,Tennessee,icitizen,,508.0,rv,35.16147,49.13953,-13.97806
6844,2016-10-14,2016-10-17,U.S.,Selzer & Company,A+,1000.0,lv,46.829370000000004,39.95653,6.872840000000004
7020,2016-10-14,2016-10-17,North Carolina,"National Research, Inc.",B+,600.0,lv,44.0649,44.77933,-0.7144300000000001
7054,2016-10-14,2016-10-17,Nevada,Monmouth University,A+,413.0,lv,45.65482,41.71672,3.9380999999999986
7128,2016-10-14,2016-10-17,Tennessee,icitizen,,508.0,rv,35.35086,48.79136,-13.4405
232,2016-10-15,2016-10-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,912.0,lv,45.80878,41.3288,4.479979999999998
1834,2016-10-15,2016-10-17,U.S.,The Times-Picayune/Lucid,,1641.0,lv,45.08607,40.12702,4.959049999999998
3647,2016-10-15,2016-10-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,912.0,lv,45.64513,41.663909999999994,3.9812200000000075
5149,2016-10-15,2016-10-17,U.S.,The Times-Picayune/Lucid,,1641.0,lv,44.93186,40.35955,4.572310000000002
7057,2016-10-15,2016-10-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,912.0,lv,45.819559999999996,41.29187,4.527689999999993
8658,2016-10-15,2016-10-17,U.S.,The Times-Picayune/Lucid,,1641.0,lv,45.07839,40.06905,5.009340000000002
108,2016-10-12,2016-10-18,U.S.,Princeton Survey Research Associates International,B+,1029.0,rv,48.16418,41.12745,7.036729999999999
505,2016-10-12,2016-10-18,Utah,Dan Jones & Associates,C+,818.0,lv,24.05376,31.451459999999997,-7.397699999999997
1366,2016-10-12,2016-10-18,U.S.,CVOTER International,C+,1344.0,lv,46.65981,43.910059999999994,2.749750000000006
1673,2016-10-12,2016-10-18,U.S.,USC Dornsife/LA Times,,3019.0,lv,44.43866,42.476240000000004,1.9624199999999945
3537,2016-10-12,2016-10-18,U.S.,Princeton Survey Research Associates International,B+,1029.0,rv,47.79885,41.52952,6.269330000000004
3895,2016-10-12,2016-10-18,Utah,Dan Jones & Associates,C+,818.0,lv,23.68727,31.883609999999997,-8.196339999999996
4729,2016-10-12,2016-10-18,U.S.,CVOTER International,C+,1344.0,lv,46.482279999999996,44.15545,2.326829999999994
5010,2016-10-12,2016-10-18,U.S.,USC Dornsife/LA Times,,3019.0,lv,44.23073,42.688159999999996,1.5425700000000049
6933,2016-10-12,2016-10-18,U.S.,Princeton Survey Research Associates International,B+,1029.0,rv,47.993,41.21737,6.77563
7330,2016-10-12,2016-10-18,Utah,Dan Jones & Associates,C+,818.0,lv,24.07866,31.672040000000003,-7.593380000000003
8191,2016-10-12,2016-10-18,U.S.,CVOTER International,C+,1344.0,lv,46.66668,43.79432,2.8723600000000005
8497,2016-10-12,2016-10-18,U.S.,USC Dornsife/LA Times,,3019.0,lv,44.4607,42.36782,2.092880000000001
938,2016-10-13,2016-10-18,U.S.,IBD/TIPP,A-,782.0,lv,41.520109999999995,43.47915,-1.9590400000000017
4347,2016-10-13,2016-10-18,U.S.,IBD/TIPP,A-,782.0,lv,41.381840000000004,43.8873,-2.5054599999999994
7763,2016-10-13,2016-10-18,U.S.,IBD/TIPP,A-,782.0,lv,41.60528,43.51736,-1.912079999999996
771,2016-10-14,2016-10-18,U.S.,Ipsos,A-,1192.0,lv,41.34425,42.333870000000005,-0.9896200000000022
4158,2016-10-14,2016-10-18,U.S.,Ipsos,A-,1192.0,lv,41.15195,42.71695,-1.5649999999999977
7596,2016-10-14,2016-10-18,U.S.,Ipsos,A-,1192.0,lv,41.31847,42.46718,-1.1487100000000012
224,2016-10-15,2016-10-18,Wisconsin,Monmouth University,A+,403.0,lv,45.69044,41.73809,3.9523500000000027
279,2016-10-15,2016-10-18,Georgia,Clout Research/Wenzel Strategies,C-,627.0,lv,43.41778,46.02702,-2.60924
450,2016-10-15,2016-10-18,U.S.,YouGov,B,925.0,rv,43.053259999999995,41.636179999999996,1.4170799999999986
3637,2016-10-15,2016-10-18,Wisconsin,Monmouth University,A+,403.0,lv,45.42971,42.08302,3.3466900000000024
3694,2016-10-15,2016-10-18,Georgia,Clout Research/Wenzel Strategies,C-,627.0,lv,43.04168,46.39197,-3.350290000000001
3850,2016-10-15,2016-10-18,U.S.,YouGov,B,925.0,rv,42.778690000000005,41.76489,1.0138000000000034
7049,2016-10-15,2016-10-18,Wisconsin,Monmouth University,A+,403.0,lv,45.61971,41.70932,3.9103899999999996
7104,2016-10-15,2016-10-18,Georgia,Clout Research/Wenzel Strategies,C-,627.0,lv,43.24775,46.14754,-2.899789999999996
7275,2016-10-15,2016-10-18,U.S.,YouGov,B,925.0,rv,42.999179999999996,41.44017,1.5590099999999936
93,2016-10-16,2016-10-18,Illinois,Victory Research,,1200.0,lv,50.256159999999994,36.88839,13.367769999999993
1361,2016-10-16,2016-10-18,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.37576,44.40576,-2.030000000000001
1793,2016-10-16,2016-10-18,U.S.,The Times-Picayune/Lucid,,1639.0,lv,46.05643,40.033409999999996,6.0230200000000025
3511,2016-10-16,2016-10-18,Illinois,Victory Research,,1200.0,lv,50.02365,37.20138,12.822270000000003
4721,2016-10-16,2016-10-18,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.27433,44.6226,-2.3482699999999994
5127,2016-10-16,2016-10-18,U.S.,The Times-Picayune/Lucid,,1639.0,lv,45.91547,40.24859,5.666879999999999
6918,2016-10-16,2016-10-18,Illinois,Victory Research,,1200.0,lv,50.06236,36.952909999999996,13.109450000000002
8186,2016-10-16,2016-10-18,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.38343,44.36779,-1.9843600000000023
8617,2016-10-16,2016-10-18,U.S.,The Times-Picayune/Lucid,,1639.0,lv,46.04992,39.97438,6.075540000000004
43,2016-10-17,2016-10-18,U.S.,Quinnipiac University,A-,1007.0,lv,47.20443,41.15833,6.046100000000003
180,2016-10-17,2016-10-18,North Carolina,The Times-Picayune/Lucid,,924.0,lv,42.03075,44.76365,-2.7329000000000008
184,2016-10-17,2016-10-18,Florida,The Times-Picayune/Lucid,,892.0,lv,45.01757,42.90788,2.1096900000000005
190,2016-10-17,2016-10-18,Georgia,The Times-Picayune/Lucid,,807.0,lv,44.03906,43.67281,0.36625000000000085
201,2016-10-17,2016-10-18,Virginia,The Times-Picayune/Lucid,,802.0,lv,43.0226,41.85281,1.169789999999999
613,2016-10-17,2016-10-18,Arizona,Data Orbital,,550.0,lv,41.433409999999995,43.54182,-2.1084100000000063
3477,2016-10-17,2016-10-18,U.S.,Quinnipiac University,A-,1007.0,lv,47.001459999999994,41.431470000000004,5.56998999999999
3588,2016-10-17,2016-10-18,North Carolina,The Times-Picayune/Lucid,,924.0,lv,41.90802,44.9357,-3.0276799999999966
3594,2016-10-17,2016-10-18,Florida,The Times-Picayune/Lucid,,892.0,lv,44.88366,43.099309999999996,1.7843500000000034
3599,2016-10-17,2016-10-18,Georgia,The Times-Picayune/Lucid,,807.0,lv,43.923359999999995,43.83265,0.0907099999999943
3610,2016-10-17,2016-10-18,Virginia,The Times-Picayune/Lucid,,802.0,lv,42.892959999999995,42.036840000000005,0.85611999999999
3992,2016-10-17,2016-10-18,Arizona,Data Orbital,,550.0,lv,41.11504,43.80001,-2.68497
6868,2016-10-17,2016-10-18,U.S.,Quinnipiac University,A-,1007.0,lv,47.160509999999995,41.148990000000005,6.01151999999999
7005,2016-10-17,2016-10-18,North Carolina,The Times-Picayune/Lucid,,924.0,lv,42.02567,44.7032,-2.6775300000000044
7009,2016-10-17,2016-10-18,Florida,The Times-Picayune/Lucid,,892.0,lv,45.01163,42.84836,2.163269999999997
7015,2016-10-17,2016-10-18,Georgia,The Times-Picayune/Lucid,,807.0,lv,44.03451,43.61177,0.42273999999999745
7026,2016-10-17,2016-10-18,Virginia,The Times-Picayune/Lucid,,802.0,lv,43.01699,41.79294,1.2240499999999983
7438,2016-10-17,2016-10-18,Arizona,Data Orbital,,550.0,lv,41.26194,43.45131,-2.1893699999999967
