state,county,candidate,party,total_votes,won
Colorado,Denver County,Phil Collins,PRO,63,False
Colorado,Denver County,Alyson Kennedy,SWP,61,False
Colorado,Denver County,Rocky De La Fuente,ALI,60,False
Colorado,Denver County,Brock Pierce,IND,60,False
Colorado,Denver County,Blake Huber,APV,55,False
Colorado,Denver County,Dario Hunter,PRG,49,False
Colorado,Denver County,Joseph Kishore,SEP,39,False
Colorado,Denver County,Joe McHugh,UNA,34,False
Colorado,Denver County,Jordan Scott,UNA,16,False
Colorado,Denver County, Write-ins,WRI,0,False
Colorado,Dolores County,Donald Trump,REP,1089,True
Colorado,Dolores County,Joe Biden,DEM,341,False
Colorado,Dolores County,Don Blankenship,CST,5,False
Colorado,Dolores County,Jo Jorgensen,LIB,5,False
Colorado,Dolores County,Kanye West,IND,3,False
Colorado,Dolores County,Mark Charles,IND,2,False
Colorado,Dolores County,Joe McHugh,UNA,2,False
Colorado,Dolores County,Bill Hammons,UTY,1,False
Colorado,Dolores County,Howie Hawkins,GRN,1,False
Colorado,Dolores County,Brian Carroll,ASP,0,False
Colorado,Dolores County,Phil Collins,PRO,0,False
Colorado,Dolores County,Rocky De La Fuente,ALI,0,False
Colorado,Dolores County,Blake Huber,APV,0,False
Colorado,Dolores County,Dario Hunter,PRG,0,False
Colorado,Dolores County,Princess Jacob-Fambro,UNA,0,False
Colorado,Dolores County,Alyson Kennedy,SWP,0,False
Colorado,Dolores County,Joseph Kishore,SEP,0,False
Colorado,Dolores County,Kyle Kopitke,IAP,0,False
Colorado,Dolores County,Gloria La Riva,PSL,0,False
Colorado,Dolores County,Brock Pierce,IND,0,False
Colorado,Dolores County,Jordan Scott,UNA,0,False
Colorado,Douglas County,Donald Trump,REP,121270,True
Colorado,Douglas County,Joe Biden,DEM,104653,False
Colorado,Douglas County,Jo Jorgensen,LIB,3715,False
Colorado,Douglas County,Kanye West,IND,476,False
Colorado,Douglas County,Howie Hawkins,GRN,432,False
Colorado,Douglas County,Don Blankenship,CST,303,False
Colorado,Douglas County,Bill Hammons,UTY,209,False
Colorado,Douglas County,Brian Carroll,ASP,199,False
Colorado,Douglas County,Mark Charles,IND,76,False
Colorado,Douglas County,Brock Pierce,IND,39,False
Colorado,Douglas County,Kyle Kopitke,IAP,38,False
Colorado,Douglas County,Joe McHugh,UNA,38,False
Colorado,Douglas County,Rocky De La Fuente,ALI,32,False
Colorado,Douglas County,Gloria La Riva,PSL,30,False
Colorado,Douglas County,Phil Collins,PRO,21,False
Colorado,Douglas County,Princess Jacob-Fambro,UNA,20,False
Colorado,Douglas County,Blake Huber,APV,14,False
Colorado,Douglas County,Dario Hunter,PRG,10,False
Colorado,Douglas County,Alyson Kennedy,SWP,10,False
Colorado,Douglas County,Jordan Scott,UNA,9,False
Colorado,Douglas County,Joseph Kishore,SEP,5,False
Colorado,Douglas County, Write-ins,WRI,0,False
Colorado,Eagle County,Joe Biden,DEM,18588,True
Colorado,Eagle County,Donald Trump,REP,9892,False
Colorado,Eagle County,Jo Jorgensen,LIB,377,False
Colorado,Eagle County,Kanye West,IND,79,False
Colorado,Eagle County,Howie Hawkins,GRN,78,False
Colorado,Eagle County,Don Blankenship,CST,34,False
Colorado,Eagle County,Bill Hammons,UTY,32,False
Colorado,Eagle County,Mark Charles,IND,16,False
Colorado,Eagle County,Brian Carroll,ASP,10,False
Colorado,Eagle County,Brock Pierce,IND,6,False
Colorado,Eagle County,Kyle Kopitke,IAP,5,False
Colorado,Eagle County,Alyson Kennedy,SWP,4,False
Colorado,Eagle County,Phil Collins,PRO,3,False
Colorado,Eagle County,Rocky De La Fuente,ALI,3,False
Colorado,Eagle County,Dario Hunter,PRG,3,False
Colorado,Eagle County,Gloria La Riva,PSL,3,False
Colorado,Eagle County,Joe McHugh,UNA,3,False
Colorado,Eagle County,Blake Huber,APV,2,False
Colorado,Eagle County,Princess Jacob-Fambro,UNA,1,False
Colorado,Eagle County,Joseph Kishore,SEP,1,False
Colorado,Eagle County,Jordan Scott,UNA,0,False
Colorado,Eagle County, Write-ins,WRI,0,False
Colorado,Adams County,Joe Biden,DEM,134202,True
Colorado,Adams County,Donald Trump,REP,95657,False
Colorado,Adams County,Jo Jorgensen,LIB,3731,False
Colorado,Adams County,Howie Hawkins,GRN,744,False
Colorado,Adams County,Kanye West,IND,729,False
Colorado,Adams County,Don Blankenship,CST,455,False
Colorado,Adams County,Bill Hammons,UTY,264,False
Colorado,Adams County,Mark Charles,IND,197,False
Colorado,Adams County,Brian Carroll,ASP,160,False
Colorado,Adams County,Kyle Kopitke,IAP,102,False
Colorado,Adams County,Gloria La Riva,PSL,90,False
Colorado,Adams County,Rocky De La Fuente,ALI,72,False
Colorado,Adams County,Joe McHugh,UNA,60,False
Colorado,Adams County,Brock Pierce,IND,51,False
Colorado,Adams County,Phil Collins,PRO,46,False
Colorado,Adams County,Princess Jacob-Fambro,UNA,40,False
Colorado,Adams County,Dario Hunter,PRG,38,False
Colorado,Adams County,Blake Huber,APV,37,False
Colorado,Adams County,Alyson Kennedy,SWP,24,False
Colorado,Adams County,Jordan Scott,UNA,23,False
Colorado,Adams County,Joseph Kishore,SEP,13,False
Colorado,Adams County, Write-ins,WRI,0,False
Colorado,Elbert County,Donald Trump,REP,14027,True
Colorado,Elbert County,Joe Biden,DEM,4490,False
Colorado,Elbert County,Jo Jorgensen,LIB,306,False
Colorado,Elbert County,Kanye West,IND,33,False
Colorado,Elbert County,Howie Hawkins,GRN,31,False
Colorado,Elbert County,Don Blankenship,CST,30,False
Colorado,Elbert County,Bill Hammons,UTY,15,False
Colorado,Elbert County,Mark Charles,IND,11,False
Colorado,Elbert County,Brian Carroll,ASP,6,False
Colorado,Elbert County,Dario Hunter,PRG,6,False
Colorado,Elbert County,Blake Huber,APV,4,False
Colorado,Elbert County,Kyle Kopitke,IAP,4,False
Colorado,Elbert County,Gloria La Riva,PSL,4,False
Colorado,Elbert County,Joe McHugh,UNA,4,False
Colorado,Elbert County,Brock Pierce,IND,4,False
Colorado,Elbert County,Phil Collins,PRO,3,False
Colorado,Elbert County,Princess Jacob-Fambro,UNA,2,False
Colorado,Elbert County,Rocky De La Fuente,ALI,1,False
Colorado,Elbert County,Alyson Kennedy,SWP,1,False
Colorado,Elbert County,Jordan Scott,UNA,1,False
Colorado,Elbert County,Joseph Kishore,SEP,0,False
Colorado,El Paso County,Donald Trump,REP,202828,True
Colorado,El Paso County,Joe Biden,DEM,161941,False
Colorado,El Paso County,Jo Jorgensen,LIB,9264,False
Colorado,El Paso County,Howie Hawkins,GRN,1135,False
Colorado,El Paso County,Kanye West,IND,1097,False
Colorado,El Paso County,Don Blankenship,CST,702,False
Colorado,El Paso County,Brian Carroll,ASP,467,False
Colorado,El Paso County,Bill Hammons,UTY,360,False
Colorado,El Paso County,Mark Charles,IND,299,False
Colorado,El Paso County,Rocky De La Fuente,ALI,94,False
Colorado,El Paso County,Gloria La Riva,PSL,90,False
Colorado,El Paso County,Joe McHugh,UNA,89,False
Colorado,El Paso County,Kyle Kopitke,IAP,87,False
Colorado,El Paso County,Phil Collins,PRO,77,False
Colorado,El Paso County,Princess Jacob-Fambro,UNA,73,False
Colorado,El Paso County,Brock Pierce,IND,69,False
Colorado,El Paso County,Dario Hunter,PRG,47,False
Colorado,El Paso County,Alyson Kennedy,SWP,43,False
Colorado,El Paso County,Blake Huber,APV,35,False
Colorado,El Paso County,Jordan Scott,UNA,33,False
Colorado,El Paso County,Joseph Kishore,SEP,19,False
Colorado,El Paso County, Write-ins,WRI,0,False
Colorado,Fremont County,Donald Trump,REP,17517,True
Colorado,Fremont County,Joe Biden,DEM,7369,False
Colorado,Fremont County,Jo Jorgensen,LIB,397,False
Colorado,Fremont County,Don Blankenship,CST,60,False
Colorado,Fremont County,Howie Hawkins,GRN,59,False
Colorado,Fremont County,Kanye West,IND,54,False
Colorado,Fremont County,Mark Charles,IND,24,False
Colorado,Fremont County,Bill Hammons,UTY,22,False
Colorado,Fremont County,Brian Carroll,ASP,11,False
Colorado,Fremont County,Phil Collins,PRO,11,False
Colorado,Fremont County,Brock Pierce,IND,6,False
Colorado,Fremont County,Kyle Kopitke,IAP,5,False
Colorado,Fremont County,Gloria La Riva,PSL,5,False
Colorado,Fremont County,Joe McHugh,UNA,5,False
Colorado,Fremont County,Princess Jacob-Fambro,UNA,4,False
Colorado,Fremont County,Dario Hunter,PRG,3,False
Colorado,Fremont County,Alyson Kennedy,SWP,3,False
Colorado,Fremont County,Rocky De La Fuente,ALI,1,False
Colorado,Fremont County,Blake Huber,APV,1,False
Colorado,Fremont County,Joseph Kishore,SEP,0,False
Colorado,Fremont County,Jordan Scott,UNA,0,False
Colorado,Fremont County, Write-ins,WRI,0,False
Colorado,Garfield County,Joe Biden,DEM,15427,True
Colorado,Garfield County,Donald Trump,REP,14717,False
Colorado,Garfield County,Jo Jorgensen,LIB,424,False
Colorado,Garfield County,Howie Hawkins,GRN,99,False
Colorado,Garfield County,Kanye West,IND,75,False
Colorado,Garfield County,Don Blankenship,CST,60,False
Colorado,Garfield County,Bill Hammons,UTY,26,False
Colorado,Garfield County,Mark Charles,IND,21,False
Colorado,Garfield County,Brian Carroll,ASP,11,False
Colorado,Garfield County,Kyle Kopitke,IAP,8,False
Colorado,Garfield County,Brock Pierce,IND,7,False
Colorado,Garfield County,Phil Collins,PRO,5,False
Colorado,Garfield County,Blake Huber,APV,5,False
Colorado,Garfield County,Dario Hunter,PRG,4,False
Colorado,Garfield County,Joe McHugh,UNA,4,False
Colorado,Garfield County,Alyson Kennedy,SWP,3,False
Colorado,Garfield County,Gloria La Riva,PSL,3,False
Colorado,Garfield County,Princess Jacob-Fambro,UNA,2,False
Colorado,Garfield County,Joseph Kishore,SEP,2,False
Colorado,Garfield County,Rocky De La Fuente,ALI,1,False
Colorado,Garfield County,Jordan Scott,UNA,0,False
Colorado,Garfield County, Write-ins,WRI,0,False
Colorado,Gilpin County,Joe Biden,DEM,2223,True
Colorado,Gilpin County,Donald Trump,REP,1833,False
Colorado,Gilpin County,Jo Jorgensen,LIB,70,False
Colorado,Gilpin County,Howie Hawkins,GRN,17,False
Colorado,Gilpin County,Kanye West,IND,12,False
Colorado,Gilpin County,Don Blankenship,CST,10,False
Colorado,Gilpin County,Mark Charles,IND,9,False
Colorado,Gilpin County,Bill Hammons,UTY,2,False
Colorado,Gilpin County,Princess Jacob-Fambro,UNA,2,False
Colorado,Gilpin County,Phil Collins,PRO,1,False
Colorado,Gilpin County,Rocky De La Fuente,ALI,1,False
Colorado,Gilpin County,Dario Hunter,PRG,1,False
Colorado,Gilpin County,Kyle Kopitke,IAP,1,False
Colorado,Gilpin County,Gloria La Riva,PSL,1,False
Colorado,Gilpin County,Joe McHugh,UNA,1,False
Colorado,Gilpin County,Brock Pierce,IND,1,False
Colorado,Gilpin County,Jordan Scott,UNA,1,False
Colorado,Gilpin County,Brian Carroll,ASP,0,False
Colorado,Gilpin County,Blake Huber,APV,0,False
Colorado,Gilpin County,Alyson Kennedy,SWP,0,False
Colorado,Gilpin County,Joseph Kishore,SEP,0,False
Colorado,Grand County,Donald Trump,REP,4883,True
Colorado,Grand County,Joe Biden,DEM,4710,False
Colorado,Grand County,Jo Jorgensen,LIB,174,False
Colorado,Grand County,Howie Hawkins,GRN,31,False
Colorado,Grand County,Kanye West,IND,23,False
Colorado,Grand County,Don Blankenship,CST,18,False
Colorado,Grand County,Mark Charles,IND,5,False
Colorado,Grand County,Brian Carroll,ASP,4,False
Colorado,Grand County,Bill Hammons,UTY,4,False
Colorado,Grand County,Princess Jacob-Fambro,UNA,4,False
Colorado,Grand County,Rocky De La Fuente,ALI,3,False
Colorado,Grand County,Dario Hunter,PRG,3,False
Colorado,Grand County,Kyle Kopitke,IAP,3,False
Colorado,Grand County,Joe McHugh,UNA,2,False
Colorado,Grand County,Phil Collins,PRO,1,False
Colorado,Grand County,Blake Huber,APV,1,False
Colorado,Grand County,Jordan Scott,UNA,1,False
Colorado,Grand County,Alyson Kennedy,SWP,0,False
Colorado,Grand County,Joseph Kishore,SEP,0,False
Colorado,Grand County,Gloria La Riva,PSL,0,False
Colorado,Grand County,Brock Pierce,IND,0,False
Colorado,Grand County, Write-ins,WRI,0,False
Colorado,Gunnison County,Joe Biden,DEM,7132,True
Colorado,Gunnison County,Donald Trump,REP,3735,False
Colorado,Gunnison County,Jo Jorgensen,LIB,210,False
Colorado,Gunnison County,Howie Hawkins,GRN,39,False
Colorado,Gunnison County,Kanye West,IND,23,False
Colorado,Gunnison County,Don Blankenship,CST,13,False
Colorado,Gunnison County,Mark Charles,IND,8,False
Colorado,Gunnison County,Brian Carroll,ASP,7,False
Colorado,Gunnison County,Bill Hammons,UTY,7,False
Colorado,Gunnison County,Brock Pierce,IND,5,False
Colorado,Gunnison County,Dario Hunter,PRG,3,False
Colorado,Gunnison County,Alyson Kennedy,SWP,3,False
Colorado,Gunnison County,Princess Jacob-Fambro,UNA,2,False
Colorado,Gunnison County,Joseph Kishore,SEP,1,False
Colorado,Gunnison County,Gloria La Riva,PSL,1,False
Colorado,Gunnison County,Joe McHugh,UNA,1,False
Colorado,Gunnison County,Phil Collins,PRO,0,False
Colorado,Gunnison County,Rocky De La Fuente,ALI,0,False
Colorado,Gunnison County,Blake Huber,APV,0,False
Colorado,Gunnison County,Kyle Kopitke,IAP,0,False
Colorado,Gunnison County,Jordan Scott,UNA,0,False
Colorado,Gunnison County, Write-ins,WRI,0,False
Colorado,Hinsdale County,Donald Trump,REP,353,True
Colorado,Hinsdale County,Joe Biden,DEM,255,False
Colorado,Hinsdale County,Jo Jorgensen,LIB,10,False
Colorado,Hinsdale County,Don Blankenship,CST,4,False
Colorado,Hinsdale County,Kanye West,IND,4,False
Colorado,Hinsdale County,Brian Carroll,ASP,3,False
Colorado,Hinsdale County,Mark Charles,IND,1,False
Colorado,Hinsdale County,Rocky De La Fuente,ALI,1,False
Colorado,Hinsdale County,Howie Hawkins,GRN,1,False
Colorado,Hinsdale County,Phil Collins,PRO,0,False
Colorado,Hinsdale County,Bill Hammons,UTY,0,False
Colorado,Hinsdale County,Blake Huber,APV,0,False
Colorado,Hinsdale County,Dario Hunter,PRG,0,False
Colorado,Hinsdale County,Princess Jacob-Fambro,UNA,0,False
Colorado,Hinsdale County,Alyson Kennedy,SWP,0,False
Colorado,Hinsdale County,Joseph Kishore,SEP,0,False
Colorado,Hinsdale County,Kyle Kopitke,IAP,0,False
Colorado,Hinsdale County,Gloria La Riva,PSL,0,False
Colorado,Hinsdale County,Joe McHugh,UNA,0,False
Colorado,Hinsdale County,Brock Pierce,IND,0,False
Colorado,Hinsdale County,Jordan Scott,UNA,0,False
Colorado,Huerfano County,Donald Trump,REP,2203,True
Colorado,Huerfano County,Joe Biden,DEM,2076,False
Colorado,Huerfano County,Jo Jorgensen,LIB,71,False
Colorado,Huerfano County,Howie Hawkins,GRN,12,False
Colorado,Huerfano County,Kanye West,IND,10,False
Colorado,Huerfano County,Don Blankenship,CST,9,False
Colorado,Huerfano County,Mark Charles,IND,5,False
Colorado,Huerfano County,Joseph Kishore,SEP,4,False
Colorado,Huerfano County,Brian Carroll,ASP,3,False
Colorado,Huerfano County,Phil Collins,PRO,3,False
Colorado,Huerfano County,Rocky De La Fuente,ALI,2,False
Colorado,Huerfano County,Bill Hammons,UTY,2,False
Colorado,Huerfano County,Alyson Kennedy,SWP,2,False
Colorado,Huerfano County,Gloria La Riva,PSL,2,False
Colorado,Huerfano County,Blake Huber,APV,1,False
Colorado,Huerfano County,Joe McHugh,UNA,1,False
Colorado,Huerfano County,Dario Hunter,PRG,0,False
Colorado,Huerfano County,Princess Jacob-Fambro,UNA,0,False
Colorado,Huerfano County,Kyle Kopitke,IAP,0,False
Colorado,Huerfano County,Brock Pierce,IND,0,False
Colorado,Huerfano County,Jordan Scott,UNA,0,False
Colorado,Huerfano County, Write-ins,WRI,0,False
Colorado,Jackson County,Donald Trump,REP,681,True
Colorado,Jackson County,Joe Biden,DEM,175,False
Colorado,Jackson County,Jo Jorgensen,LIB,12,False
Colorado,Jackson County,Don Blankenship,CST,2,False
Colorado,Jackson County,Howie Hawkins,GRN,2,False
Colorado,Jackson County,Kanye West,IND,2,False
Colorado,Jackson County,Mark Charles,IND,1,False
Colorado,Jackson County,Bill Hammons,UTY,1,False
Colorado,Jackson County,Brian Carroll,ASP,0,False
Colorado,Jackson County,Phil Collins,PRO,0,False
Colorado,Jackson County,Rocky De La Fuente,ALI,0,False
Colorado,Jackson County,Blake Huber,APV,0,False
Colorado,Jackson County,Dario Hunter,PRG,0,False
Colorado,Jackson County,Princess Jacob-Fambro,UNA,0,False
Colorado,Jackson County,Alyson Kennedy,SWP,0,False
Colorado,Jackson County,Joseph Kishore,SEP,0,False
Colorado,Jackson County,Kyle Kopitke,IAP,0,False
