company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_cert,has_bais_id,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,business_type,construction,year_established,number_employees,business_area_1,business_area_2,business_area_3,naics_1,naics_2,naics_3
"T.A.C. Construction, Inc.","Inverts, sewer and drain frame and cover, granite curb, masonry, sidewalks, landscaping, paving   ",MBE,SBE,,true,false,P.O. Box 912 Leominster MA 01453,Leominster,MA,01453,Mr. Marcos A Corbo,President,(978) 534-6859,(978) 534-6746,tacconstru@aol.com,Profit,true,1995,10-20,CM - Concrete & Masonry Contractors,PV - Paving Contractors,LA - Landscaping Contractors,237990 - Other Heavy and Civil Engineering Construction ,237110 - Water and Sewer Line and Related Structures Construction ,238140 - Masonry Contractors 
"Tara Construction Company, Inc.",Carpentry   ,MBE,SLBE,,true,true,28 Damrell Street Boston MA 02127,Boston,MA,02127,Mr. Pedro Pirez,President,(781) 391-6400,(781) 393-8118,mdonnelly@taraconstructioninc.com,Profit,true,1988,41-100,GC - General Contractors,CA - Carpentry,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,238350 - Finish Carpentry Contractors,
"Taylor & Burns, Inc.","Architectural services and interior design services, from predesign studies (master planniing, programming, feasibility studies) through building design and construction administration   and restorations",WBE,SLBE,,false,true,58 Winter Street Boston MA 02108,Boston,MA,02108,Ms. Carol J Burns,Principal,(617) 357-5335,(617) 357-5654,cb@taylorburns.com,Profit,false,1993,Under 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,541310 - Architectural Services,541410 - Interior Design Services,
"Tcognition, Inc.",IT/Software consulting and staffing services   ,MBE,SLBE,,true,false,70 Kemble Street Boston MA 02119,Boston,MA,02119,Mr. Manoj Shinde,CEO/President,(617) 357-4636,(617) 830-0813,manoj.shinde@tcognition.com,Profit,false,2003,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,COT - Consultants: Telecommunications,511210 - Software Publishers,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services 
T & C Phonetic Reading System,Reading instruction; educational achievement testing; parent consultation   ,MBE,,,false,true,11 Thetford Avenue Dorchester MA 02124,Dorchester,MA,02124,"Mr. Joseph Nichols, Jr.",Chief Phonetic Officer,(617) 221-6648,(617) 436-6659,information@tncphoneticreading.com,Profit,false,2017,10-20,"ED - Education (see also OS, TA)",,,611710 - Educational Support Services,,
"TEK Building Services, Inc.","Janitorial, painting and landscaping services   ",MWBE,SBE,,true,false,46 Pond Lane Randolph MA 02368,Randolph,MA,02368,Ms. Tymara Barton,President,(781) 767-0510,(781) 767-0510,ejames@tekbuildingservices.com,Profit,false,2018,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)",PA - Painting and Papering Contractors,LA - Landscaping Contractors,561720 - Janitorial Services ,238320 - Painting and Wall Covering Contractors,561730 - Landscaping Services
Termco Company,Distributor of solderless terminals; OSHA approved safety signs; wire/cable markers; and computer printable labels   ,WBE,,,true,false,464 Granite Avenue Milton MA 02186,Milton,MA,02186,Joanna T Cox,President,(617) 696-8592,,,Profit,false,1970,Under 10,"EO - Electronic Parts (Mgfs., Distrib., Assembly Service)",SU - Suppliers,SA - Safety Products,,,
"Terraink, Inc.",Landscape architecture design; permitting; construction administration   ,WBE,SBE,,true,true,7 Central Street Arlington MA 02476,Arlington,MA,02476,Ms. Jade Cummings,President,(781) 316-1595,,admin@terraink.com,Profit,false,2011,Under 10,"LD - Landscaping (Design, Architects)","COA - Consultants: Architecture, Engineering",AE - Architects/Engineers,541320 - Landscape Architectural Services,,
Terris Little Pumpkins II,"Child care center, ages 6 weeks to 14 years; meals provided; extended hours, 4:30 AM - 12 AM 7 days   developmental curriculums & activities",WBE,,,false,false,299 Shirley Street Winthrop MA 02152,Winthrop,MA,02152,Terrill Bettano,President,(617) 846-7150,,,Profit,false,1993,21-40,CC - Childcare,"ED - Education (see also OS, TA)",,,,
"Tessi Media, LLC","Professional services, specializing in consulting; training; business strategy; marketing; and HR related training   ",MWBE,SBE,,false,true,56 Brush Hill Road Milton MA 02186,Milton,MA,02186,Ms. Christie Lindor,Owner,(678) 516-8777,,christie@christielindor.com,Profit,false,2017,Under 10,COM - Consultants: Management,BU - Business Management Consultants,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,541613 - Marketing Consulting Services ,611430 - Professional and Management Development Training 
"The Fields Group, LLC","Provide schools with enrollment, rentention, employer engagement and job readiness   ",MBE,SBE,,false,false,56 Butternut Circle Concord MA 01742,Concord,MA,01742,Mr. Richard Fields,Owner,(978) 371-0203,(978) 371-0203,,Profit,false,2013,Under 10,COG - Consultants: Human Resources,"ED - Education (see also OS, TA)",TA - Training (see also ED),611710 - Educational Support Services,,
Third Eye Surveillance and Security,"Install surveillance cameras, electrical work, painting and cleaning   ",,SLBE,,false,true,16 Osceola Street Hyde Park MA 02136,Hyde Park,MA,02136,Mr. Ailton Santos,Owner,(617) 910-0767,,thirdeyeregina@gmail.com,Profit,true,2016,Under 10,"SE - Security (Guards, Dogs, Systems)",EL - Electrical Contractors,PA - Painting and Papering Contractors,561621 - Security Systems Services (except Locksmiths) ,238210 - Electrical Contractors and Other Wiring Installation Contractors,238320 - Painting and Wall Covering Contractors
"Thomas Construction Company, Inc.",General contractor; construction management   industrial,MBE,SLBE,,true,true,2 Waumbeck Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Frank E Thomas,President,(617) 427-8443,(617) 427-7424,frank@thomas-construction.net,Profit,true,1987,Under 10,GC - General Contractors,CN - Construction Management: Small Commercial Projects,,,236220 - Commercial and Institutional Building Construction ,
"Thompson Design Group, Inc.","Architects and master planners:  consultants in urban and regional planning, urban design for sites, districts, cities, regions and waterfronts   ",WBE,SLBE,,true,false,35 Channel Center Street Boston MA 02210,Boston,MA,02210,Ms. Jane Thompson,President,(617) 542-2702,(617) 542-2704,jthomp3600@aol.com,Profit,false,1996,Under 10,AE - Architects/Engineers,COB - Consultants: City Planning,CON - Consultants: Environmental,541310 - Architectural Services,,
"Thompson Waterproofing, Inc.","Waterproofing; dampproofing; caulking; concrete restoration; masonry, masonry restoration, historic masonry restoration; concrete restoration; cleaning and repointing   ",WBE,SBE,,true,true,93 Federal Avenue Quincy MA 02169,Quincy,MA,02169,Ms. Lisa J Thompson,President,(617) 471-9966,(617) 472-9977,lhiggins@thompsonwp.com,Profit,true,1991,21-40,"PC - Protective Coverings (Water and Fireproofing, Special Coverings/Coatings)",CM - Concrete & Masonry Contractors,"ER - Exterior Restoration, Sandblasting (Anti-Graffiti)",238140 - Masonry Contractors ,,
Threadwear,Promotional advertising merchandise and apparel   ,MBE,SBE,,false,false,37 Commonwealth Park Newton MA 02459,Newton,MA,02459,Mr. Alvin G Taylor,Owner,(617) 332-2889,(617) 332-3943,taylor@threadwear.net,Profit,false,2001,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,AL - Apparel,,541890 - Other Services Related to Advertising ,,
"Titan Roofing, Inc.",Roofing and sheet metal; waterproofing; historic roofing   ,MBE,,,true,true,70 Orange Street Chicopee MA 01013,Chicopee,MA,01013,Ms. Shawna Lyn Pazmino-Brook,Treasurer,(413) 536-1624,(413) 533-2560,,Profit,true,1976,Over 100,"RF - Roofing, Sheet Metal Contractors",,,238160 - Roofing Contractors ,,
"T.J. McCartney, Inc.","Commercial drywall, insulation; metal stud; carpentry   ",WBE,,,true,false,3 Capitol Street Nashua NH 03063,Nashua,NH,03063,Ms. Mary McCartney Walsh,President,(603) 889-6380,(603) 880-0770,mary@tjminc.com,Profit,true,1976,Over 100,"PL - Plastering, Drywall Contractors",CA - Carpentry,CE - Construction Estimating,,,
Tonys Transportation,"Transportation for after school, elderly day care, etc.   ",MBE,SLBE,,false,true,P.O. Box 220815 Dorchester MA 02122,Dorchester,MA,02122,Mr. Anthony J Michaux,owner,(617) 719-3777,(617) 288-1313,anthony_michaux@msn.com,Profit,false,1984,Under 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485410 - School and Employee Bus Transportation,,
Total Mechanical Service Corp.,"Mechanical contractor--HVAC, plumbing,  heating, millwright, installation of fire protection systems; and general contracting   ",MBE,,,true,false,8 Natalie Way Plymouth MA 02360,Plymouth,MA,02360,Mr. Darin Yee,CEO,(508) 746-1183,(508) 746-1185,info@totalmech.net,Profit,true,1984,10-20,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",,,,,
Touch of Class Catering,Catering services for all occasions   ,MWBE,SLBE,,false,true,311 River Street Mattapan MA 02126,Mattapan,MA,02126,Barbara A Lewis,Ms.,(617) 298-1881,(617) 298-3717,,Profit,false,1997,Under 10,CT - Catering,,,722320 - Caterers,,
"Town Office Service, Inc. dba Town Business Systems","Sales and service of copiers, printers, fax, toner; repair   ",,SBE,,false,true,170 Kerry Place Norwood MA 02062,Norwood,MA,02062,Mr. George Rezek,President,(781) 762-1900,(781) 762-1969,info@townbusiness.com,Profit,false,1973,10-20,SU - Suppliers,"OF - Office Furniture, Services and Equipment",RT - Retail Sales of Art & Framing,532420 - Office Machinery and Equipment Rental and Leasing,811212 - Computer and Office Machine Repair and Maintenance ,
Toxikon Corporation,Toxicology/pharmacology; pre-clinical safety evaluation of products derived from medical devices/biotech/pharmacology companies   investigation of water & soil sludges,MBE,SBE,,true,false,15 Wiggins Avenue Bedford MA 01730,Bedford,MA,01730,Dr. Laxman S Desai,President,(781) 275-3330,(781) 280-0204,laxman.desai@toxikon.com,Profit,false,1981,Over 100,CON - Consultants: Environmental,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",HW - Hazardous Waste Management (see also EN and CON),621511 - Medical Laboratories ,,
"Trademark Partners, LLC",Real estate development consulting advisory services   ,WBE,,,false,false,500 Rutherford Avenue Boston MA 02129,Boston,MA,02129,Ms. Tessa Millard-Davies,Partner,(617) 466-9122,,tessa@trademark.boston,Profit,false,2017,Under 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",COM - Consultants: Management,"COA - Consultants: Architecture, Engineering",541618 - Other Management Consulting Services ,,
"TransAction Associates, Inc.",Transportation planning; surveys; TDM plans and implementation of rideshare porgrams; shuttle and livery services   ,WBE,SBE,,true,false,5 Wheeling Avenue Woburn MA 01801,Woburn,MA,01801,Ms. Cynthia Cain Frene,President,(781) 895-1100,(781) 895-1122,cfrene@transactionassoc.com,Profit,false,,21-40,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",COV - Consultants: Translation,,488999 - All Other Support Activities for Transportation ,,
"Transamerica Training Management, Inc.",Training services and consulting services for Oracle products   ,MBE,,,false,true,6505 Blue Lagoon Drive Miami FL 33126,Miami,FL,33126,Mr. Gabriel Albelo,President,(305) 728-2399,(305) 728-2398,galbelo@tamtraining.com,Profit,false,2004,10-20,TA - Training (see also ED),COS - Consultants: Systems Analysis,,541519 - Other Computer Related Services,611420 - Computer Training ,
Transcendence,"Consultation in marketing and construction; training and design work, consultation and implementation   ",MWBE,,,false,false,409 Haverhill Street Reading MA 01867,Reading,MA,01867,Ms. Michelle Georgs,,(781) 820-2489,(781) 944-0245,transcendencema@gmail.com,Profit,true,2001,Under 10,COM - Consultants: Management,TA - Training (see also ED),,,,
Tremendous Maid LLC,Commercial and residential cleaning services   ,MWBE,SLBE,,false,true,554 Park Street Dorchester MA 02124,Dorchester,MA,02124,Ms. Victoria Amador,Owner,(617) 553-1393,(888) 696-3901,info@tremendousmaid.com,Profit,false,2010,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,561720 - Janitorial Services ,561740 - Carpet and Upholstery Cleaning Services,561790 - Other Services to Buildings and Dwellings 
"Trinity Consulting, Inc.",IT consulting; hardware and software sales   ,,SBE,,false,false,346 Brighman Street Marlboro MA 01752,Marlboro,MA,01752,Ms. Susan A Romanelli,Chief Financial Officer,(508) 485-8842,(508) 481-6375,sromanelli@trinity-inc.net,Profit,false,,Under 10,COS - Consultants: Systems Analysis,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,541511 - Custom Computer Programming Services ,611420 - Computer Training ,
"Triple J Drywall and Carpentry, Inc.",Drywall and carpentry,MBE,SBE,,true,false,36 Blundell Street Providence RI 02905,Providence,RI,02905,Mr. Luis Mendez Barajas,President,(440) 223-7286,,triplejdrywall3@gmail.com,Profit,true,2015,21-40,"PL - Plastering, Drywall Contractors",CA - Carpentry,,238310 - Drywall and Insulation Contractors ,238350 - Finish Carpentry Contractors,
Trivedi Corp. dba Kwik-Kopy Printing,Printing; copying; binding; etc.   ,MBE,,,true,false,1143 Hancock Street Quincy MA 02169,Quincy,MA,02169,Kavin G Trivedi,President,(617) 472-8155,,,Profit,false,1985,Under 10,PT - Printers,,,,,
"Troutrun, Inc.","Construction progress photography, pre-construction videos   ",WBE,SBE,,false,false,54 Pleasant Street North Attleboro MA 02760,North Attleboro,MA,02760,Ms. Laurene Trout,President,(508) 699-7077,(508) 699-7077,,Profit,true,,Under 10,PG - Photography,,,541922 - Commercial Photography ,,
Turbo Construction,"Home improvement, renovation, roofing, painting",MBE,SLBE,,false,true,38 Furbush Road West Roxbury MA 02132,West Roxbury,MA,02132,Mr. Saul Dieujuste,Owner,(617) 455-7309,,turboconstruction10@gmail.com,Profit,true,2002,Under 10,GC - General Contractors,"RF - Roofing, Sheet Metal Contractors",CA - Carpentry,236118 - Residential Remodelers ,238160 - Roofing Contractors ,238350 - Finish Carpentry Contractors
Ultimate Language Programs,Language programs; interpretation services   ,WBE,SBE,,false,true,86 Beachland Avenue Revere MA 02151,Revere,MA,02151,Ms. Khadija Siham Elaidi,Owner,(857) 389-8345,,sihamelaidi@aol.com,Profit,false,2019,Under 10,"ED - Education (see also OS, TA)","OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",TA - Training (see also ED),611630 - Language Schools ,611699 - All Other Miscellaneous Schools and Instruction ,611710 - Educational Support Services
Umbro & Sons Construction Corp.,"Construction of water, drain and sewer pipes   ",,SLBE,,false,true,P.O. Box 255654 Boston MA 02125,Boston,MA,02125,Mr. Anthony L Umbro,,(617) 427-0030,(617) 427-5017,,Profit,true,1973,Under 10,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",SN - Snow Removal/Plowing (see also TK),GC - General Contractors,237110 - Water and Sewer Line and Related Structures Construction ,,
"Unica Cleaning and Services, Inc.","Deep cleaning, detailed cleaning, painting, pre-inspection, carpet shampoo, power wash, apartment turnover, wax and strip floors   ",,SBE,,false,true,P.O. Box 490864 Everett MA  02149,Everett,MA, 02149,Mr. Victorluis Martins,President,(617) 390-7755,,unica@unicacleaning.com,Profit,false,2018,10-20,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",PA - Painting and Papering Contractors,561720 - Janitorial Services ,561790 - Other Services to Buildings and Dwellings ,561740 - Carpet and Upholstery Cleaning Services
