"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-101935,RETAL0137,Active,Retail All Alc.,2013-11-20,2020-12-31,"HYDE PARK LIQUORS II, INC.",DORRS LIQUOR MART,Board granted petition to open 10 00 on Sundays,Two entrances; rear entrance from yard for stock; one room first floor; cellar for stock.,,"11:00 PM",,0.00," HYDE PARK LIQUORS II, INC.", KIM M. DERVISHIAN,,,"356   Washington ST",Brighton,MA,"02135",749892.1034621,2952354.90596148
LB-99628,CV7MW0416,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,"CACHI, LLC",LA CANCUN,"00 OPENING SERVICE ALCOHOL TO BEGIN NOON CLOSING HOUR ALL PATRONS MUST BE OFF PREMISES 30 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR","IN ONE ROOM ON THE FIRST FLOOR, WITH KITCHEN IN THE REAR, BASEMENT FOR STORAGE; ENTRANCE/EXIT ON SUMNER STREET; EXIT UNTO PARIS STREET.","8:00 A.M.","2:00 A.M.","2:30 A.M.",28.00," CACHI, LLC", JOSE T. TORRES,,(617)293-4463,"192 1/2     Sumner ST",East Boston,MA,"02128",0.0,0.0
LB-98810,CLBAL0039,Active,Clb. All Alc.,2013-11-20,2020-12-31,"M.W.G.W. CARVER GRAND LODGE,INC.",,,In whole of said building (two floors).,,"2:00 AM","2:30 AM",886.00," M.W.G.W. CARVER GRAND LODGE, INC."," EDWARD B. BRINSON, SR.",,(781)910-0107,"70-80   Talbot AVE",Dorchester,MA,"02124",768795.842839718,2932421.59589492
LB-99328,CV7AL0507,Active,CV7 All Alc.,2013-11-20,2020-12-31,LORD HOBO DRYDOCK LLC,LORD HOBO TAPHOUSE,In one large room on first floor with seating areas bar kitchen restrooms storage space in westerly side building secured area brewery equipment 400 sf total outdoor annual four season patio public property additional 720 as well an beer garden private 957 partially 750 Additionally easterly 060 885 connected via tenant passageway across lobby defined leased premises per rights covenants contained licensee’s Lease Agreement Midnight closing,,,"2:00 AM","2:30 AM",0.00, LORD HOBO DRYDOCK LLC, DANIEL LANIGAN,(617)997-3236,,"2   Dry Dock AVE",Boston,MA,"02210",781149.346658456,2951071.09866224
LB-99817,CV7MWL0171,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,"DAWA MD, INC.",MYUNGDONG 1ST AVENUE,WINE MALT LIQUEURS ONLY SERVED WITH FULL MEAL,"IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STOCK.  Capacity breakdown: 90 seating, 7 staff.",,"1:00 AM","1:30 AM",97.00," DAWA MD, INC.", DAVID YANG,,(617)206-3229,"92   Harvard AVE",Allston,MA,"02134",755917.276043713,2953058.01924214
LB-99374,CV7AL0567,Active,CV7 All Alc.,2013-11-20,2020-12-31,SAINT DECLAN CORPORATION,,Sunday opening 00 service food only Board granted petition to serve alcohol Sunday brunch beginning 10,"2 floors. Three rooms and kitchen on first floor including function room and bar. Storage and stock in basement. Seasonal ( April-November) outdoor patio on private property with 44 seats approx. 675 sq. ft. Patio closing hour 10:00 PM.",,"1:00 AM","1:30 AM",249.00, SAINT DECLAN CORPORATION, MAUREEN MCMANUS,,(508)558-9699,"1883-1889   Centre ST",West Roxbury,MA,"02132",749298.045765549,2929415.65288411
LB-101664,INNAL0050,Active,Inn. All Alc.,2013-11-20,2020-12-31,"INTERCONTINENTAL HOTELS GROUP RESOURCES, INC.",,PATIO OPERATING HOURS NOON MIDNIGHT BOARD GRANTED PETITION TO PROVIDE BOTTLE SERVICE ON LICENSED BUSINESS,IN WHOLE OF SAID BUILDING.  INCLUDES AN OUTDOOR SEASONAL (APRIL-OCTOBER) PATIO ON PRIVATE PROPERTY WITH 24 SEATS AT THE CENTER PATIO & 200 SEATS THROUGHOUT THE GARDENS DURING EVENTS.,,"2:00 AM",,0.00," INTERCONTINENTAL HOTELS GROUP RESOURCES, INC.", BRADFORD H. RICE,,(617)532-5004,"500    Atlantic AVE",Boston,MA,"02210",777184.260223523,2954380.67297137
LB-101984,RETAL0219,Active,Retail All Alc.,2013-11-20,2020-12-31,"BRIX WINES, INC.",BRIX WINE SHOP,NO SINGLE CANS OR BOTTLES NO NIP SALES,IN ONE ROOM ON THE FIRST FLOOR WITH STORAGE.,,"11:00 PM",,0.00," BRIX WINES, INC.", CARRI L. WROBLEWSKI,,"6178251496","1278-1284   Washington ST",Roxbury,MA,"02118",773069.799927068,2949967.55292183
LB-101902,RETAL0087,Active,Retail All Alc.,2013-11-20,2020-12-31,"MARLBOROUGH LIQUOR MARKET, INC.",MARLBOROUGH MARKET,Board granted petition to open 10 00 on Sundays,In one room on first floor with emergency exit from cellar to hallway of 424 Marlboro Street and exit from rear room to Marlboro Street for stock.,,"11:00 PM",,0.00," MARLBOROUGH LIQUOR MARKET, INC.", JEWEL SAEED,,,"45   Massachusetts AVE",Boston,MA,"02215",767185.332598209,2952792.47034588
LB-99329,CV7AL0508,Active,CV7 All Alc.,2013-11-20,2020-12-31,"REBEL RESTAURANTS, INC.",TONY C'S SPORTS BAR & GRILL,OUTDOOR PATIO OPERATING HOURS 11 00 AM AM,IN TWO ROOMS ON FIRST FLOOR; KITCHEN AND STORAGE IN BACK AND TO INCLUDE A YEAR-ROUND PATIO ON PRIVATE PROPERTY FOR 140 PATRONS. REMY'S CAPACITY: 299; TEMAZCAL'S CAPACITY: 240.,,"2:00 AM","2:30 AM",539.00," REBEL RESTAURANTS, INC.", JON P. CRONIN,,(617)357-8000,"240     SEAPORT BLVD",BOSTON,MA,"02210",0.0,0.0
LB-99719,CV7MWL0027,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,OATH 1350 BOYLSTON LLC,OATH PIZZA,,,,"2:00 AM","2:30 AM",46.00, OATH 1350 BOYLSTON LLC, DUNCAN RUSSELL,,,"1348   Boylston ST",Boston,MA,"02215",764471.433882385,2950576.29354091
LB-101890,RETAL0071,Active,Retail All Alc.,2013-11-20,2020-12-31,SANDY RIDGE CORP.,LIQUOR LAND,NO REDEMPTION CENTER ON PREMISES NO LOADING OR UNLOADING DELIVERY VEHICLES ON MASS AVE POLICE DETAIL TO BE PROVIDED ON BUSY SEASONAL DAYS NO NIPS LICENSEE TO MONITOR AREA OUTSIDE PREMISES amp TO INCLUDE EXTERIOR CAMERAS HOURS OPERATION MONDAY THURSDAY 11 00 FRIDAY SATURDAY 30 SUNDAY NOON 10 AGREEMENT WITH NEW MARKET BUSINESS ASSOCIATION HEREBY INCORPORATED REFERENCE Board acknowledged granted petition to open on Sundays,"On one floor; storage to left and rear; main entrance and exit in front of Massachusetts Avenue.  Including an expansion in rear of premises for an additional 2,825 square feet of storage space.",,"11:00 PM",,0.00, SANDY RIDGE CORP., EDWARD GARRITY,,(617)968-8115,"1033    Massachusetts AVE",Roxbury,MA,"02118",773082.420443699,2944516.32022618
LB-99248,CV7AL0415,Active,CV7 All Alc.,2013-11-19,2020-12-31,"KITTY O'SHEA'S, INC.",FLANN O'BRIEN'S,       ,Side entrance 2a Wigglesworth Street; in one room and office on first floor; cellar for stock.  Capacity breakdown: no more than 49 standing.  ,,"1:00 AM","1:30 AM",90.00," KITTY O'SHEA'S, INC.", FINBARR A. MURRAY,,(617)731-5969,"1619     Tremont ST",Roxbury,MA,"02120",763416.999986708,2946930.00000443
LB-99273,CV7AL0443,Active,CV7 All Alc.,2013-11-19,2020-12-31,"BOSWORTH PLACE, INC.",BEANTOWN PUB,       ,"Enlarge licensed premises by approximately 584 S.F (to recapture portion of premises previously sublet to retail coin shop), increase occupancy from 249 to 265 persons; new space to be occupied by Ziggy's Coffee Bar with separate main entry by day and as additional seating for Beantown Pub by night;",,"2:00 AM","2:30 AM",265.00," BOSWORTH PLACE, INC.", ROGER ZEGHIBE,,(617)227-8952,"100    Tremont ST",Boston,MA,"02108",774826.999997333,2955510.00001241
LB-98907,CV7AL0020,Active,CV7 All Alc.,2013-11-19,2020-12-31,HAMPSHIRE HOUSE CORPORATION,BULL FINCH PUB,Board granted permission to serve alcohol 10 Sunday brunch,"Unnumbered entrance on Byron Street; in basement, first, second, third, fifth, and sixth floors of said building.  CAPACITY BREAKDOWN: REST. BASEMENT - 63; LOUNGE BASEMENT - 69; REST. 1ST FL(GEORGIAN RM)  - 38; LOUNGE 1ST FL - 55; 2ND FL DINING RM - 200; 2ND FL LOUNGE - 74; 3RD FL - 70.",,"2:00 AM","2:30 AM",569.00, HAMPSHIRE HOUSE CORPORATION, THOMAS A. KERSHAW,,(617)227-9600,"84    Beacon ST",Boston,MA,"02108",772039.999994725,2955040.00001198
LB-101958,RETAL0174,Active,Retail All Alc.,2013-11-19,2020-12-31,"BROOKLINE LIQUORS MART, INC.",BROOKLINE LIQUORS MARKET,,"One story building one quarter of the first floor to be licensed (2,083 sq ft): three rooms, one entrance, two exits. Handicap accessible street level entrance of the business: six door walk in cooler located by the rear of the store. Basement to be utilized as storage (approximately 2,000 additiona",,"11:00 PM",,0.00," BROOKLINE LIQUORS MART, INC.", SHAUL JASON KATZ,,(617)277-3979,"1436    Commonwealth AVE",Boston,MA,"02135",753496.543563365,2952111.09653691
LB-101888,RETAL0069,Active,Retail All Alc.,2013-11-19,2020-12-31,"JRJJ FERNANDEZ, INC.",HANCOCK LIQUORS,       ,"81,83 Hancock St, rear entrance for stock - One room first floor; rear room for stock cellar for stock",,"11:00 PM",,0.00," JRJJ FERNANDEZ, INC.", JOSE A. FERNANDEZ,,(617)265-6375,"81-83   Hancock ST",Dorchester,MA,"02125",773816.999996394,2939339.99999736
LB-99737,CV7MWL0055,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"119 Salem Street, Inc.",Ristorante Euno,,"IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR, ONE ROOM AND STORAGE IN THE BASEMENT.",,"1:00 AM","1:30 AM",46.00," 119 Salem Street, Inc.", Nicholas Da More,,(617)523-8820,"119     Salem ST",Boston,MA,"02113",776328.962846726,2958177.5608469
LB-98986,CV7AL0112,Active,CV7 All Alc.,2013-11-19,2020-12-31,"W & P HONG KONG AT FANEUIL HALL, INC.",W & P HONG KONG AT FANEUIL,       ,Rear entrance from alley for stock; emergency exit from second floor by fire escape; in one room and kitchen first floor;two rooms second floor; cellar for stock.  CAPACITY BREAKDOWN: 1ST FL - 100; 2ND FL - 110.,,"2:00 AM","2:30 AM",210.00," W&P HONG KONG AT FANEUIL HALL, INC.", WILLIAM LEE,,,"64-65   Chatham ST",Boston,MA,"02109",776746.729535118,2956379.09636523
LB-99083,CV7AL0223,Active,CV7 All Alc.,2013-11-19,2020-12-31,"STANZA DEI SIGARI, INC.",STANZA DEI SIGARI,       ,"ONE ROOM WITH KITCHEN AND STORAGE ON THE BASEMENT LEVEL, MAIN ENTRANCE AT 292 HANOVER STREET AND WESLEY PLACE.",,"1:00 AM","1:30 AM",158.00," Stanza dei Sigari, Inc.", GERALD RICCIO,,(617)527-0295,"292   Hanover ST",Boston,MA,"02113",776597.56367898,2958029.18209477
LB-98990,CV7AL0118,Active,CV7 All Alc.,2013-11-19,2020-12-31,HAMPSHIRE HOUSE CORPORATION,"75 CHESTNUT",Valet parking plan per agreement trash stored inside Board granted permission to serve alcohol with brunch on Sunday mornings,"On first floor of whole building: kitchen with walk-in cooler, liquor storage, dining room seating for 48, and bar seating for 26. Total seating for 74 (+/- 2032 SF). ",,"1:00 AM","1:30 AM",83.00, HAMPSHIRE HOUSE CORPORATION, MARKUS RIPPERGER,,,"75A     Chestnut ST",Boston,MA,"02108",772127.044538811,2955374.35338829
LB-101934,RETAL0136,Active,Retail All Alc.,2013-11-19,2020-12-31,"NEWA LIQUORS, INC.",WALSH WINE & SPIRITS,Board acknowledges granted petition to open 10 00 on Sundays,,,"11:00 PM",,0.00," NEWA LIQUORS, INC.", Niroj Shrestha,,,"388    Washington ST",Brighton,MA,"02135",749546.006757781,2952375.3673055
LB-102051,RETMW0082,Active,Retail Malt Wine,2013-11-19,2020-12-31,"BELL'S CASH MARKET, INC.",BELL'S MARKET,,ONE ROOM ON FIRST FLOOR; CELLAR AND STOCK; MAIN ENTRANCE IN FRONT OF PREMISES.,,"10:00 PM",,0.00," BELL'S CASH MARKET, INC.", GEORGE KHOURY,,"5086539813","246    Dorchester ST",South Boston,MA,"02127",777495.999999806,2946500.00000402
LB-99524,CV7MW0058,Active,CV7 Malt Wine,2013-11-19,2020-12-31,"PEACH FARM, INC.",PEACH FARM,"00 Closing Hour Foods Only","4 Tyler Street; in one dining room and kitchen in the basement; storage and prep area on the first floor.",,"2:00 AM","2:30 AM",96.00," PEACH FARM, INC.", KA CHUN LEUNG,(617)482-3332,(617)769-9711,"4     Tyler ST",Boston,MA,"02111",774995.00470148,2953294.22090635
LB-101918,RETAL0115,Active,Retail All Alc.,2013-11-19,2020-12-31,"LEE'S QUIK PIK, INC.",LEE'S MARKET,No singles No nips,,,"11:00 PM",,0.00," LEE'S QUIK PIK, INC", Anil Kumar M. Patel a/k/a AnilKamar Mafatal Patel,,,"1591   Commonwealth Av",Brighton,MA,"02135",752583.545047018,2950649.5548998
LB-101853,RETAL0021,Active,Retail All Alc.,2013-11-19,2020-12-31,"FERNANDEZ LIQUORS II, INC.",,       ,Rear entrance for stock and emergency exit; Two rooms first floor; cellar for stock.,,"11:00 PM",,0.00," FERNANDEZ LIQUORS II, INC.", JOSE J. FERNANDEZ,,-,"1216     Blue Hill AVE",Mattapan,MA,"02126",766707.96375419,2928360.95391806
LB-99563,CV7MW0199,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"MURAMPO, INC.",LULU'S ALLSTON,,"Restaurant on one floor, two rooms including kitchen and dining room (+/- 2,100 SF) with seating for one hundred and seventeen (117) patrons, storage in basement (+/- 1,800 SF), one (1) main entrance/exit and three (3) additional exits in rear and annual (weather permitting) patio on private propert",,"2:00 AM","2:30 AM",117.00," Murampo, Inc.",Justin Dalton-Ameen,,(401)338-5672,"421   Cambridge ST",Allston,MA,"02134",755077.342026934,2954648.04074761
LB-101867,RETAL0040,Active,Retail All Alc.,2013-11-19,2020-12-31,"GB LL HOLDINGS MA, LLC",BOSTON LIQUORS,Board acknowledges granted petition to open 10 on Sundays No nips,"225, 227 Cambridge Street and 361 North Harvard Street, in one room first floor with rear room for stock.",,"11:00 PM",,0.00," GB LL HOLDINGS MA, LLC", GUILLERMO ERAZO,,(617)782-1900,"225-227   Cambridge ST",Allston,MA,"02134",,
LB-99525,CV7MW0059,Active,CV7 Malt Wine,2013-11-19,2020-12-31,TRUSTEES OF BOSTON UNIVERSITY,NICKERSON FIELD,Monthly report to Board from Boston University Security Boston University Security in seating area as well next concession stands No more than two beers per patron,@ 30 HARRY AGGANIS WAY: Entire athletic area and stands immediately adjacent thereto including all concession areas.  ,,"1:00 AM","1:30 AM",15578.00, TRUSTEES OF BOSTON UNIVERSITY, TIMOTHY CAVANAUGH,(617)353-2160,,"10-32  Harry Agganis WAY",Boston,MA,"02215",759266.115988222,2953711.46557526
LB-99534,CV7MW0084,Active,CV7 Malt Wine,2013-11-19,2020-12-31,"VICTORIA SEAFOOD RESTAURANT, INC.",VICTORIA SEAFOOD REST,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR,"In one room, on the first floor; kitchen in the rear, storage in the basement.",,"1:00 AM","1:30 AM",99.00, Victoria Seafood Restaurant, SHAO FENG YU,,,"1029   Commonwealth AVE",Boston,MA,"02215",758425.297743056,2953580.18229167
LB-99332,CV7AL0513,Active,CV7 All Alc.,2013-11-19,2020-12-31,"LUCCA HOLDINGS, INC.",LUCCA BACK BAY,PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS TO BE STAFFED ALL TIMES,"TWO ROOMS, KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND MEZZANINE.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 12 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1ST FL - 156, 2ND FL - 44.",,"2:00 AM","2:30 AM",200.00," LUCCA HOLDINGS, INC.", RICHARD THEODORE KENNEDY,,(781)595-5682,"116     Huntington AVE",Boston,MA,"02116",769770.174520612,2951576.93952875
LB-99232,CV7AL0395,Active,CV7 All Alc.,2013-11-19,2020-12-31,"BERTUCCI'S RESTAURANTS, LLC",,,"679-683 VFW Parkway, in one room with an outside patio on the first floor with a rear room for kitchen and storage,also,storage in basemet with an enlarged existing kitchen and prep area in additional space previously numbered 679 V.F.W.Parkway.  Capacity breakdown: 219 inside; 28 outside.",,MIDNIGHT,"12:30 AM",219.00," BERTUCCI'S  RESTAURANTS, LLC", DIMITRIOS ERGAS,(617)327-0898,,"683   VFW Pw",Chestnut Hill,MA,"02467",748998.198667444,2933168.96969604
LB-101931,RETAL0133,Active,Retail All Alc.,2013-11-19,2020-12-31,"JA FERNANDEZ, INC.",FOLGER'S LIQUORS,       ,two rooms on the first floor for retail and storage; two rooms for storage and an office on the second floor.,,"11:00 PM",,0.00," JA FERNANDEZ, INC.", FELINA FERNANDEZ,,(781)857-2152,"2665    Washington ST",Roxbury,MA,"02119",767295.38232632,2943416.29990515
LB-99793,CV7MWL0144,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"PIAROSA GROUP, INC.",LIBERTINE,ALCOHOL MAY BE SERVED ON SUNDAYS IN CONJUNCTION WITH BRUNCH 10 00, ,,"1:00 AM","1:30 AM",85.00," PIAROSA GROUP, INC.", SHANNON MACGOWAN,,,"123-125   Salem ST",Boston,MA,"02113",,
LB-99170,CV7AL0328,Active,CV7 All Alc.,2013-11-19,2020-12-31,"J.J. DONOVAN, INC.",DONOVAN'S TAVERN,       ,"27 Clinton St. and entrance to cellar at 28 No.Market St. for stock in one room first floor; one room, kitchen and stockroom in basement.",,"1:00 AM","1:30 AM",80.00," J.J. DONOVAN, INC.", DEBORAH G. HOLT,,(508)535-4524,"27   Clinton ST",Boston,MA,"02109",776514.867121638,2956729.02854775
LB-101661,INNAL0047,Active,Inn. All Alc.,2013-11-19,2020-12-31,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE BOSTON WATERFRONT HOTEL,,"IN WHOLE OF SAID BUILDING. ( MANAGEMENT AGREEMENT BY AND BETWEEN RENAISSANCE HOTEL OPERATING COMPANY & LPR BOSTON HOTEL TENANT, LLC APPROVED BY BLB AND ABCC.)",,"2:00 AM",,0.00, RENAISSANCE HOTEL OPERATING COMPANY, THOMAS P. WALSH,,(617)338-4111,"606   Congress St",Boston,MA,"02210",780647.349292722,2952155.01094894
LB-99572,CV7MW0225,Active,CV7 Malt Wine,2013-11-19,2020-12-31,"Y&Y ENTERPRISES, INC.",THAI BASIL RESTAURANT,       ,IN TWO ROOMS IN THE BASEMENT WITH KITCHEN AND STORAGE IN REAR.,,"11:00 PM","11:30 PM",62.00," Y&Y ENTERPRISES, INC.", YEE YANG,,"6175585262","132     Newbury ST",Boston,MA,"02116",770594.808537379,2953188.14439425
LB-99704,CV7MWL0005,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"KF Boston, Inc",SEOUL SOULONGTANG,,"FRONT AND REAR EXITS, KITCHEN AREA, DINING AREA, RESTROOMS AND OFFICE ALL ON ONE LEVEL. 1245 COMMONWEALTH AVE; BOSTON, MA 02134",,"11:00 PM","11:30 PM",48.00, KF BOSTON,JUNG HOO PARK,(617)505-6771,,"1245   Commonwealth AVE",Allston,MA,"02134",755677.37588349,2952900.27904999
LB-99002,CV7AL0130,Active,CV7 All Alc.,2013-11-19,2020-12-31,UKUSA CORP.,LUCCA,Kitchen windows to be kept closed all times Rubbish trash stored inside until picked up Patrons avoid double parking in front premises,"ON 2ND LEVEL IN ONE ROOM BASEMENT LEVEL BAR AND DINING ROOM, KITCHEN IN THE REAR; OFFICE AND STORAGE IN REAR.  FIRST FLOOR BAR AND DINING ROOM AND, TO INCLUDE AN ADDITIONAL DINING AREA AT ADJACENT SPACE LOCATED AT 224 HANOVER STREET.",,"1:00 AM","1:30 AM",252.00, UKUSA CORP., MATTHEW S. WILLIAMS,,(781)331-6099,"224-226   Hanover ST",Boston,MA,"02113",776278.128126681,2957612.06567837
LB-99351,CV7AL0543,Active,CV7 All Alc.,2013-11-19,2020-12-31,"PREZZA, INC.",PREZZA,       ,"IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.",,"2:00 AM","2:30 AM",98.00," PREZZA, INC.", James Marchant,,(617)877-4555,"24     Fleet ST",Boston,MA,"02113",777034.321215376,2958231.90433495
LB-101930,RETAL0132,Active,Retail All Alc.,2013-11-19,2020-12-31,"SIMONS' PACKAGE STORE, INC.",SIMON'S PACKAGE STORE,,In one room on the first floor; rear entrance for stock; basement for stock.,,"11:00 PM",,0.00," SIMON'S PACKAGE STORE, INC.", PAUL KIM,,,"2169    Washington ST",Roxbury,MA,"02119",769044.999991938,2946100.00000365
LB-98922,CV7AL0041,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"FLAGSHIP RESTAURANT GROUP, LLC",FORCELLA,,"In two rooms on first floor with kitchen and basement for storage (778 sf), on entrance and two exits. Seasonal (May-October) outdoor patio on private property in rear.",,"2:00 AM","2:30 AM",28.00," FLAGSHIP RESTAURANT GROUP, LLC", SHANNON MACGOWAN,(617)834-6222,,"33    North SQ",Boston,MA,"02113",776739.276639104,2957803.97643055
LB-99411,CV7AL0609,Active,CV7 All Alc.,2013-11-19,2020-12-31,"BNV 4, INC.",AKINTO,Alcohol to be served only in conjunction with food orders from menu all tables seats indoors outdoors shall available 1st floor 2nd bars times,,,"2:00 AM","2:30 AM",312.00," BNV 4, INC.", BRETT FODIMAN,,,"1   Appleton ST",Boston,MA,"02116",772501.982299164,2951668.91264884
LB-99797,CV7MWL0150,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"FUENTE CLEANING SERVICES, INC.",BILLARES COLOMBIA,BOARD ALLOWS BOTTLE SERVICE ON PREMISES Licensee MUST comply with security agreement on record Board 00 AM Closing Hour six month probationary period from 14 2019,"IN ONE ROOM ON GROUND FLOOR FOR BILLIARDS, WITH FOOD PREPARATION AND SERVING COUNTER IN FRONT; MAIN ENTRANCE ON BENNINGTON STREET; AND EMERGENCY EXIT IN REAR; CELLAR FOR STOCK AND OFFICE.",,"2:00 AM","2:30 AM",49.00," FUENTE CLEANING SERVICES, INC.", RIGOBERTO RESTREPO,,,"28   Bennington ST",East Boston,MA,"02128",780921.183522999,2962122.86485058
LB-102034,RETMW0055,Active,Retail Malt Wine,2013-11-19,2020-12-31,VALENCIA ENTERPRISES INC.,SOLERA,Wine sales ok No single can Malt sold No Kegs Any format change other than presented to Board must be further approved Board,"In one room on ground level with main entrance on Birch Street, storage in basement and emergency exit in rear.","10:00AM","10:00 PM",,0.00, VALENCIA ENTERPRISES INC., MARIA C. VALENCIA,,"6173237362","16   Birch ST",Roslindale,MA,"02131",756318.417932093,2929761.73182844
LB-102028,RETMW0046,Active,Retail Malt Wine,2013-11-19,2020-12-31,"RAWSHON, INC.",RICHDALE FOOD SHOPS,,"In one room on the first floor with entrance on Beacon Street, and emergency exit to Bowdoin Street with storage in basement.",,"11:00 PM",,0.00," RAWSHON, INC.", BARZNAB KHAN,(617)639-5667,,"23    Beacon ST",Boston,MA,"02108",774408.999996945,2955850.00001274
LB-99086,CV7AL0226,Active,CV7 All Alc.,2013-11-19,2020-12-31,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,       ,"Three rooms on the first floor, two rooms in basement plus kitchen area and stock room in basement with an outside patio with eight (8) tables and thirty-two (32) seats.",,"1:00 AM","1:30 AM",181.00," CAFFE VITTORIA, INC.", GERALD RICCIO,,(617)227-7606,"296    Hanover ST",Boston,MA,"02113",776605.63315098,2958036.51284677
LB-99720,CV7MWL0028,Active,CV7 Malt Wine Liq.,2013-11-19,2020-12-31,"MODERN PASTRY, INC.",MODERN PASTRY,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR,IN ONE ROOM AND KITCHEN ON FIRST FLOOR WITH STORAGE IN BASEMENT.  REAR EXIT TO RICHMOND STREET.,,MIDNIGHT,"12:30 AM",19.00," MODERN PASTRY, INC.", JOHN PICARIELLO,,"6175233783","257    Hanover ST",Boston,MA,"02113",776495.98796688,2957710.50452647
LB-101856,RETAL0024,Active,Retail All Alc.,2013-11-19,2020-12-31,"FERNANDEZ LIQUOR, INC.",SEAVER LIQUORS,       ,In one room on first floor; basement for stock.,,"11:00 PM",,0.00," FERNANDEZ LIQUOR, INC.", JOSE J. FERNANDEZ,,(617)427-6170,"562    Blue Hill AVE",Dorchester,MA,"02121",768608.405591533,2936462.14351468
LB-98782,CLBAL0005,Active,Clb. All Alc.,2013-11-19,2020-12-31,TRUSTEES OF BOSTON UNIVERSITY,,,In whole of said building except basement.  ,,"2:00 AM","2:30 AM",4612.00, TRUSTEES OF BOSTON UNIVERSITY, JOSEPH D. LACHANCE,(617)353-2748,,"775   Commonwealth AVE",Boston,MA,"02215",761848.40625,2953082.17013889
